Depthm,T_degC,Salnty
800,3.92,34.335
897,3.67,34.42
900,3.66,34.421
1000,3.43,34.454
1100,3.2,34.487
1196,2.98,34.52
0,12.2,32.74
8,12.1,32.75
10,11.98,32.747
20,11.27,32.731
21,11.19,32.73
30,10.81,32.755
43,10.4,32.79
50,10.17,32.778
65,9.6,32.74
75,9.05,32.74
86,8.46,32.74
100,8.03,32.919
125,7.59,33.325
129,7.56,33.4
150,7.37,33.649
171,7.24,33.84
200,6.9,33.933
250,6.33,33.943
255,6.28,33.95
300,6.06,34.027
340,5.94,34.09
400,5.63,34.121
500,5.11,34.14
513,5.04,34.14
600,4.7,34.192
700,4.36,34.264
781,4.13,34.33
800,4.08,34.346
900,3.82,34.433
1000,3.56,34.521
1066,3.39,34.58
0,14.88,33.48
7,14.48,33.51
10,14.14,33.497
17,13.29,33.46
20,13.1,33.462
30,12.6,33.476
36,12.4,33.49
50,11.59,33.47
55,11.3,33.47
72,10.56,33.58
75,10.45,33.6
100,9.73,33.755
108,9.57,33.8
125,9.32,33.878
144,9.12,33.95
150,9.07,33.972
200,8.64,34.108
213,8.53,34.13
250,8.07,34.136
279,7.71,34.14
300,7.53,34.162
400,6.87,34.276
412,6.81,34.29
500,6.2,34.298
600,5.55,34.307
632,5.36,34.31
700,5.11,34.32
800,4.73,34.336
900,4.36,34.354
928,4.25,34.36
0,14.48,33.75
8,13.66,33.75
10,13.53,33.764
20,13.06,33.833
21,13.03,33.84
30,12.63,33.808
43,12.08,33.75
50,11.74,33.775
65,11.14,33.89
75,11.05,34.011
86,10.95,34.14
100,10.9,34.194
125,10.79,34.23
126,10.78,34.23
150,10.46,34.348
165,10.23,34.42
200,9.75,34.433
243,9.25,34.45
250,9.2,34.446
300,8.9,34.415
320,8.8,34.4
400,8.04,34.4
475,7.25,34.42
500,7.0,34.419
600,6.07,34.42
700,5.26,34.42
707,5.21,34.42
800,4.82,34.427
900,4.41,34.436
1000,3.99,34.449
1008,3.96,34.45
0,15.92,33.55
9,15.3,33.57
10,15.3,33.567
20,15.3,33.539
23,15.3,33.53
30,15.17,33.528
48,14.31,33.51
50,14.11,33.495
72,11.82,33.4
75,11.6,33.411
96,10.53,33.58
100,10.56,33.66
125,10.72,34.088
144,10.84,34.33
150,10.84,34.345
193,10.84,34.45
200,10.78,34.45
250,10.24,34.419
290,9.62,34.36
300,9.46,34.355
386,8.14,
400,7.96,34.325
500,6.85,34.331
581,6.15,34.36
600,6.01,34.366
700,5.35,34.398
800,4.83,34.429
874,4.53,34.45
900,4.45,34.452
1000,4.14,34.462
1100,3.83,34.474
1200,3.52,34.487
1220,3.46,34.49
0,17.12,33.75
8,16.49,33.73
10,16.49,33.733
20,16.46,33.748
21,16.46,33.75
30,16.0,33.684
43,15.2,33.58
50,14.95,33.577
64,14.55,33.57
75,14.26,33.576
85,13.94,33.58
100,12.96,33.53
125,11.29,33.531
126,11.22,33.53
150,10.51,33.779
167,10.21,33.98
200,9.67,34.136
249,9.12,34.22
250,9.11,34.222
300,8.71,34.32
331,8.48,34.36
400,7.7,34.369
494,6.62,34.34
500,6.58,34.342
600,5.98,34.37
700,5.37,34.404
741,5.12,34.42
0,18.61,34.07
10,17.86,34.09
20,17.76,34.104
24,17.72,34.11
30,17.72,34.113
48,17.7,34.13
50,17.65,34.119
71,16.36,33.89
75,15.89,33.826
78,15.52,33.78
100,13.74,33.807
125,12.38,33.729
143,11.84,33.86
150,11.59,33.909
190,10.47,34.2
200,10.28,34.235
250,9.54,34.348
285,9.2,34.36
300,9.03,34.379
381,8.16,34.45
400,7.97,34.448
500,7.06,34.419
573,6.48,34.38
600,6.28,34.386
700,5.6,34.417
800,5.02,34.459
864,4.71,34.49
900,4.6,34.492
1000,4.31,34.5
1100,4.01,34.509
1200,3.71,34.519
1208,3.69,34.52
0,18.25,34.2
10,18.14,34.16
20,18.11,34.14
25,18.1,34.13
30,17.94,34.106
50,16.98,33.98
74,15.64,33.82
75,15.59,33.821
99,14.22,33.89
100,14.13,33.889
125,12.11,33.884
148,10.44,33.91
150,10.41,33.926
198,9.68,34.13
200,9.66,34.138
250,9.34,34.31
297,9.13,34.42
300,9.1,34.424
396,8.2,34.47
400,8.16,34.47
500,7.21,34.456
594,6.38,34.43
600,6.33,34.43
700,5.64,34.438
800,5.05,34.453
892,4.6,34.47
900,4.57,34.471
1000,4.25,34.48
1100,3.93,34.492
1200,3.61,34.505
1238,3.49,34.51
0,17.66,34.04
10,17.69,34.02
20,17.68,34.02
23,17.68,34.02
30,17.68,34.013
44,17.68,34.0
50,17.39,33.983
64,16.46,33.92
75,15.62,33.833
83,15.02,33.77
100,14.19,33.654
118,13.37,33.62
125,12.85,33.689
150,11.05,34.009
152,10.91,34.04
200,10.1,34.175
219,9.78,34.23
250,9.5,34.307
300,9.13,34.4
400,7.93,34.434
417,7.71,34.44
500,6.86,34.44
600,5.98,34.439
700,5.27,34.431
712,5.2,34.43
800,4.88,34.448
900,4.51,34.471
1000,4.15,34.496
1054,3.95,34.51
0,17.5,34.0
9,17.41,33.93
10,17.41,33.928
20,17.38,33.913
22,17.38,33.91
30,17.2,33.896
45,16.66,33.86
50,16.43,33.842
68,15.56,33.78
75,15.31,33.763
90,14.72,33.73
100,13.93,33.721
125,11.95,33.699
135,11.16,33.69
150,10.65,33.823
179,10.14,34.11
200,9.92,34.207
250,9.57,34.332
269,9.5,34.34
300,9.18,34.397
360,8.51,34.47
400,8.03,34.459
500,6.91,34.399
542,6.47,34.36
600,6.12,34.379
700,5.52,34.415
800,4.91,34.457
829,4.74,34.47
0,17.7,33.91
9,17.36,33.82
10,17.35,33.818
20,17.27,33.827
23,17.26,33.84
30,17.05,33.855
46,16.53,33.89
50,16.46,33.9
68,16.2,33.91
75,16.08,33.883
90,15.77,33.8
100,15.53,33.781
125,14.55,33.634
134,14.07,33.55
150,12.68,33.555
178,10.27,33.69
200,10.1,33.949
250,9.71,34.268
266,9.58,34.29
300,9.28,34.352
354,8.74,34.36
400,8.12,34.35
500,6.79,34.321
532,6.37,34.31
600,5.86,34.337
700,5.27,34.381
800,4.9,34.427
806,4.88,34.43
900,4.55,34.428
1000,4.19,34.427
1100,3.83,34.429
1135,3.71,34.43
0,17.9,33.98
9,17.9,33.93
10,17.9,33.924
20,17.84,33.873
23,17.82,33.86
30,17.78,33.848
47,17.68,33.82
50,17.5,33.806
71,16.19,33.75
75,16.12,33.769
95,15.88,33.86
100,15.72,33.826
125,14.69,33.649
144,13.66,33.51
150,13.29,33.532
192,10.79,33.84
200,10.7,33.862
250,10.13,34.002
288,,34.36
300,9.57,34.365
385,8.61,34.4
400,8.43,34.406
500,7.33,34.407
580,6.52,34.36
600,6.36,34.362
700,5.65,34.38
800,5.07,34.407
876,4.72,34.43
900,4.64,34.436
1000,4.31,34.46
1100,3.97,34.485
1200,3.64,34.513
1226,3.55,34.52
0,17.8,34.04
9,18.33,34.05
10,18.33,34.053
20,18.33,34.081
23,18.33,34.09
30,17.93,34.014
46,16.85,33.82
50,16.72,33.808
69,16.3,33.8
75,16.21,33.799
92,15.85,33.78
100,15.45,33.723
125,13.97,33.579
138,13.06,33.53
150,12.28,33.591
182,10.48,33.86
200,10.36,34.047
250,10.04,34.349
272,9.9,34.38
300,9.61,34.429
362,8.88,34.45
400,8.41,34.45
500,7.24,34.435
545,6.75,34.42
600,6.28,34.421
700,5.56,34.425
800,5.0,34.433
827,4.88,
900,4.65,34.444
1000,4.33,34.458
1100,4.0,34.476
1170,3.78,34.49
0,17.6,34.02
9,17.58,33.91
10,17.58,33.914
20,17.56,33.952
22,17.56,33.96
30,17.46,33.995
45,17.2,34.04
50,17.1,34.035
68,16.76,34.0
75,16.68,33.996
91,16.49,33.98
100,16.42,33.973
125,15.92,33.871
137,15.54,33.78
150,14.7,33.681
183,12.31,33.51
200,11.36,33.563
250,9.19,33.826
275,8.44,34.0
300,7.97,34.048
366,7.27,34.09
400,6.93,34.127
500,6.11,34.237
550,5.79,34.29
600,5.52,34.344
700,5.06,34.436
800,4.7,34.505
828,4.62,34.52
900,4.42,34.508
1000,4.15,34.493
1100,3.88,34.478
1164,3.7,34.47
0,17.1,33.86
9,17.08,33.91
10,17.08,33.906
20,17.07,33.845
23,17.07,33.82
30,16.99,33.814
47,16.81,33.8
50,16.68,33.8
70,15.8,33.8
75,15.71,33.779
94,15.39,33.71
100,15.2,33.691
125,14.14,33.634
141,13.24,33.62
150,12.57,33.623
188,9.83,33.73
200,9.66,33.832
250,8.98,34.097
283,8.52,34.13
300,8.24,34.15
377,7.08,34.18
400,6.87,34.201
500,6.13,34.277
566,5.81,34.31
600,5.59,34.31
614,5.5,34.31
700,5.21,34.346
800,4.87,34.39
900,4.53,34.435
1000,4.19,34.482
1016,4.14,34.49
0,16.77,34.04
9,16.76,33.93
10,16.76,33.927
20,16.73,33.899
23,16.72,33.89
30,16.54,33.879
46,15.98,33.84
50,15.85,33.814
70,15.26,33.68
75,15.16,33.662
94,14.83,33.62
100,14.77,33.636
125,14.24,33.632
140,13.73,33.58
150,12.98,33.617
187,10.12,33.86
200,10.03,33.914
250,9.68,34.121
281,9.46,34.25
300,9.27,34.281
375,8.45,34.33
400,8.14,34.325
500,6.98,34.296
563,6.29,34.27
600,6.01,34.29
700,5.35,34.351
800,4.85,34.419
844,4.68,34.45
900,4.49,34.449
1000,4.14,34.447
1100,3.79,34.448
1178,3.52,34.45
0,16.65,33.8
10,16.51,33.78
20,16.5,33.78
25,16.5,33.78
30,16.47,33.774
48,16.34,33.75
50,16.28,33.754
72,15.6,33.78
75,15.56,33.772
89,15.3,33.71
100,14.81,33.626
117,13.63,33.51
125,12.8,33.498
146,10.56,33.55
150,10.5,33.566
200,9.76,33.764
250,9.02,33.968
279,8.59,34.09
300,8.37,34.138
370,7.73,34.25
400,7.42,34.273
500,6.44,34.322
554,5.95,34.33
600,5.66,34.349
700,5.13,34.388
800,4.74,34.421
832,4.64,34.43
900,4.42,34.446
1000,4.1,34.472
1100,3.79,34.499
1174,3.55,34.52
0,16.75,33.87
10,16.75,33.82
20,16.74,33.82
24,16.74,33.82
30,16.4,33.782
47,15.3,33.68
50,15.23,33.685
70,14.9,33.71
75,14.74,33.677
94,13.91,33.53
100,13.47,33.53
125,11.68,33.53
140,10.62,33.53
150,10.25,33.593
185,9.38,33.84
200,9.05,33.9
250,8.16,34.046
279,7.82,34.09
300,7.69,34.138
373,7.43,34.27
400,7.23,34.298
500,6.43,34.374
563,5.89,34.4
600,5.64,34.407
649,5.33,34.31
700,5.16,34.427
800,4.83,34.45
900,4.5,34.475
1000,4.17,34.502
1027,4.08,34.51
0,16.55,33.79
9,16.4,33.77
10,16.4,33.771
20,16.42,33.778
23,16.42,33.78
30,16.41,33.78
46,16.39,33.78
50,16.21,33.768
68,15.07,33.69
75,14.54,33.649
90,13.35,33.57
100,12.53,33.561
125,10.81,33.539
135,10.26,33.53
150,10.07,33.689
180,9.7,33.95
200,9.45,34.053
250,8.86,34.219
271,8.62,34.25
300,8.3,34.291
361,7.68,34.39
400,7.35,34.383
500,6.61,34.393
545,6.32,34.37
600,5.95,34.387
700,5.33,34.418
800,4.8,34.445
822,4.69,34.45
900,4.47,34.47
1000,4.18,34.496
1100,3.9,34.524
1155,3.74,34.54
0,16.11,33.69
10,16.02,33.64
20,16.0,33.65
24,15.98,33.66
30,15.79,33.647
50,15.16,33.607
70,14.52,33.57
71,14.51,33.55
75,14.36,33.556
94,13.2,33.48
100,12.81,33.493
125,11.35,33.612
140,10.62,33.73
150,10.38,33.807
184,9.94,34.05
200,9.78,34.113
250,9.34,34.233
272,9.17,34.25
300,8.84,34.286
359,8.12,34.34
400,7.7,34.369
500,6.79,34.42
536,6.51,34.43
600,6.03,34.432
700,5.38,34.43
800,4.84,34.421
804,4.82,34.42
900,4.51,34.445
1000,4.18,34.473
1100,3.86,34.502
1125,3.78,34.51
0,16.21,33.66
10,16.08,33.64
20,15.92,33.624
25,15.83,33.62
30,15.73,33.625
50,15.29,33.66
75,14.82,33.68
100,14.12,33.6
125,12.64,33.61
150,11.14,33.62
200,10.03,34.02
250,9.45,34.235
300,9.06,34.33
400,7.91,34.36
500,6.89,34.371
600,6.03,34.38
700,5.37,34.404
800,4.83,34.429
900,4.42,34.45
1000,4.15,34.454
1100,3.89,34.46
1200,3.62,34.466
1250,3.49,34.47
0,16.0,33.75
9,16.34,33.66
10,16.33,33.663
20,16.09,33.655
23,15.98,33.64
30,15.96,33.639
46,15.92,33.66
50,15.77,33.66
69,14.89,33.66
75,14.7,33.642
92,14.14,33.58
100,13.74,33.549
125,12.45,33.543
137,11.82,33.53
150,11.32,33.617
182,10.3,33.87
200,9.81,33.931
250,8.73,34.037
272,8.39,34.05
300,8.09,34.119
362,7.63,34.25
400,7.31,34.281
500,6.53,34.295
544,6.21,34.31
600,5.83,34.334
700,5.23,34.378
800,4.71,34.42
824,4.6,34.43
900,4.35,34.446
1000,4.03,34.469
1100,3.71,34.493
1164,3.5,34.51
0,15.72,33.64
10,15.84,33.62
20,15.44,33.635
24,15.21,33.64
30,14.96,33.618
48,14.0,33.51
50,13.82,33.495
71,11.93,33.39
75,11.7,33.389
94,10.93,33.44
100,10.76,33.49
125,10.23,33.722
141,10.03,33.89
150,9.94,33.957
187,9.58,34.16
200,9.31,34.175
250,8.25,34.178
279,7.62,34.14
300,7.38,34.152
371,6.78,34.2
400,6.52,34.212
500,5.73,34.251
556,5.35,34.27
600,5.15,34.295
700,4.77,34.35
800,4.49,34.402
836,4.42,34.42
900,4.25,34.436
1000,3.98,34.461
1100,3.71,34.487
1183,3.49,34.51
0,15.5,33.62
8,15.51,33.66
10,15.48,33.652
20,15.2,33.588
21,15.16,33.58
30,14.82,33.562
41,14.32,33.55
50,13.85,33.516
60,13.22,33.48
75,11.89,33.48
79,11.54,33.48
100,10.4,33.668
114,9.91,33.82
125,9.57,33.895
149,9.06,34.02
150,9.06,34.024
200,8.88,34.156
220,8.81,34.16
250,8.57,34.221
291,8.19,34.29
300,8.1,34.294
400,7.16,34.289
434,6.85,34.27
500,6.44,34.283
600,5.83,34.308
700,5.22,34.338
706,5.18,34.34
0,15.78,33.66
9,16.14,33.64
10,16.07,33.634
20,14.92,33.578
22,14.58,33.57
30,13.08,33.576
45,10.56,33.68
50,10.44,33.701
68,10.02,33.78
75,9.9,33.824
90,9.69,33.92
100,9.55,33.977
125,9.24,34.084
134,9.13,34.11
150,8.95,34.11
179,8.63,34.11
200,8.38,34.116
250,7.83,34.144
271,7.62,34.16
300,7.44,34.189
365,7.1,34.25
400,6.87,34.263
500,6.2,34.285
559,5.81,34.29
600,5.61,34.307
700,5.11,34.352
800,4.62,34.401
857,4.34,34.43
0,15.62,33.68
8,15.86,33.64
10,15.85,33.64
20,15.8,33.64
30,15.41,33.62
40,14.67,33.58
50,13.38,33.514
58,12.35,33.48
75,11.31,33.49
100,10.42,33.579
110,10.19,33.64
125,9.85,33.797
147,9.45,34.03
150,9.41,34.032
200,8.79,34.097
222,8.58,34.14
250,8.28,34.166
297,7.81,34.2
300,7.78,34.202
400,6.86,34.25
452,6.44,34.27
500,6.2,34.285
549,5.43,34.25
600,5.71,34.318
700,5.21,34.355
800,4.71,34.395
857,4.43,34.42
0,15.55,33.6
10,15.64,33.6
20,15.47,33.587
25,15.35,33.58
30,15.3,33.58
50,15.09,33.58
74,13.2,33.55
75,13.1,33.545
98,10.99,33.46
100,10.87,33.468
125,9.65,33.614
148,9.06,33.8
150,9.01,33.81
198,8.24,34.0
200,8.22,34.005
250,7.68,34.113
298,7.26,34.16
300,7.24,34.161
397,6.22,34.18
400,6.2,34.182
500,5.71,34.26
596,5.44,34.34
600,5.42,34.341
700,5.03,34.369
800,4.64,34.399
896,4.27,34.43
0,15.27,33.64
9,15.61,33.6
10,15.61,33.601
20,15.63,33.616
23,15.64,33.62
30,15.43,33.618
45,14.81,33.6
50,14.68,33.595
67,13.99,33.55
75,13.25,33.495
89,11.87,33.42
100,11.22,33.42
125,10.23,33.494
132,10.07,33.53
150,9.61,33.639
172,9.19,33.78
200,8.72,33.897
250,8.03,34.036
252,8.01,34.04
300,7.4,34.128
332,7.05,34.17
400,6.55,34.245
496,6.04,34.31
500,6.01,34.311
600,5.37,34.329
700,4.78,34.339
758,4.47,34.34
800,4.36,34.361
900,4.1,34.411
1000,3.85,34.463
1091,3.61,34.51
0,15.33,33.57
8,15.76,33.49
10,15.75,33.49
20,15.55,33.49
22,15.48,33.49
30,15.49,33.507
45,15.53,33.55
50,15.48,33.572
68,15.1,33.6
75,14.78,33.546
91,14.02,33.42
100,13.93,33.447
125,13.59,33.563
134,13.44,33.62
150,12.36,33.596
176,10.43,33.58
200,9.51,33.7
250,8.46,33.973
255,8.42,34.0
300,7.77,34.028
334,7.41,34.05
400,6.74,34.111
492,6.0,34.2
500,5.95,34.206
600,5.36,34.271
700,4.9,34.323
739,4.76,34.34
800,4.56,34.368
900,4.24,34.415
1000,3.91,34.464
1053,3.74,34.49
0,17.0,33.74
8,16.05,33.64
10,16.05,33.64
20,16.04,33.64
22,16.04,33.64
30,15.94,33.633
45,16.71,33.62
50,15.53,33.629
68,14.97,33.66
75,14.72,33.596
90,14.17,33.46
100,13.85,33.465
125,13.01,33.447
134,12.7,33.48
150,11.99,33.537
177,10.78,33.66
200,9.99,33.755
250,8.64,33.923
265,8.34,33.96
300,7.73,33.998
352,7.07,34.02
400,6.65,34.073
500,6.03,34.186
530,5.91,34.22
600,5.6,34.266
700,5.16,34.333
800,4.72,34.404
809,4.68,34.41
0,16.28,33.71
9,16.35,33.68
10,16.35,33.682
20,16.34,33.702
24,16.34,33.71
30,16.27,33.707
48,16.05,33.68
50,16.06,33.676
72,16.14,33.66
75,16.06,33.65
96,15.19,33.57
100,14.98,33.548
125,13.61,33.464
145,12.48,33.46
150,12.23,33.492
193,10.37,33.86
200,10.2,33.903
250,9.31,34.139
289,8.98,34.23
300,8.82,34.245
385,7.64,34.29
400,7.48,34.297
500,6.59,34.338
578,6.08,34.36
600,5.95,34.368
700,5.4,34.403
800,4.94,34.433
871,4.67,34.45
900,4.58,34.453
1000,4.25,34.463
1100,3.93,34.475
1200,3.61,34.488
1214,3.56,34.49
0,17.5,33.69
9,16.37,33.68
10,16.36,33.681
20,16.3,33.689
22,16.29,33.69
30,16.11,33.712
46,15.69,33.73
50,15.64,33.705
70,15.37,33.58
75,14.87,33.578
92,12.95,33.57
100,12.39,33.603
125,11.14,33.738
138,10.78,33.82
150,10.43,33.892
184,9.67,34.07
200,9.39,34.108
250,8.64,34.176
276,8.34,34.18
300,8.04,34.211
368,7.31,34.29
400,7.08,34.311
500,6.49,34.353
552,6.24,34.36
600,5.86,34.37
700,5.12,34.391
800,4.44,34.413
831,4.24,34.42
900,4.12,34.434
1000,3.94,34.455
1100,3.77,34.477
1160,3.66,34.49
0,17.4,33.75
9,16.48,33.75
10,16.48,33.746
20,16.43,33.703
23,16.42,33.69
30,16.38,33.69
47,16.06,33.69
50,15.91,33.688
71,14.67,33.68
75,14.48,33.68
95,13.56,33.68
100,13.28,33.663
125,11.92,33.609
142,11.04,33.6
150,10.71,33.647
190,9.42,33.93
200,9.22,33.964
250,8.49,34.075
282,8.24,34.09
300,8.06,34.111
400,7.14,34.21
500,6.4,34.273
516,6.3,34.28
600,5.7,34.335
700,5.07,34.394
800,4.54,34.443
816,4.46,34.45
900,4.24,34.47
1000,3.98,34.495
1100,3.71,34.521
1200,3.45,34.548
1207,3.43,34.55
0,16.72,33.68
9,16.25,33.69
10,16.25,33.686
20,16.22,33.651
23,16.21,33.64
30,16.14,33.64
47,15.67,33.64
50,15.48,33.627
70,14.2,33.53
75,14.05,33.507
93,13.66,33.44
100,13.45,33.433
125,12.56,33.445
139,11.95,33.48
150,11.32,33.509
184,9.51,33.65
200,9.39,33.78
250,9.01,34.041
276,8.82,34.09
300,8.39,34.093
369,7.08,34.04
400,6.72,34.061
500,5.86,34.16
556,5.58,34.23
600,5.33,34.263
700,4.85,34.33
800,4.47,34.383
840,4.35,34.4
900,4.19,34.42
1000,3.93,34.455
1100,3.67,34.491
1178,3.47,34.52
0,16.5,33.95
10,16.81,33.92
20,16.81,33.927
24,16.81,33.93
30,16.84,33.946
48,16.93,34.02
50,16.84,34.003
71,15.88,33.84
75,15.89,33.861
95,15.91,33.96
100,15.81,33.939
125,15.28,33.941
143,14.91,33.93
150,14.25,33.878
190,10.23,33.69
200,10.03,33.768
250,9.02,34.005
286,8.3,34.02
300,8.08,34.04
381,7.03,34.11
400,6.86,34.131
500,6.12,34.24
573,5.77,34.31
600,5.64,34.329
700,5.2,34.389
800,4.84,34.432
863,4.64,34.45
900,4.53,34.457
1000,4.22,34.476
1100,3.91,34.496
1200,3.6,34.518
1207,3.58,34.52
0,15.22,33.4
9,15.75,33.4
10,15.74,33.4
20,15.66,33.4
24,15.63,33.4
30,15.58,33.451
48,15.46,33.64
50,15.46,33.654
73,15.42,33.78
75,15.4,33.788
98,15.22,33.89
100,15.15,33.883
125,14.0,33.755
147,12.61,33.6
150,12.4,33.587
197,9.37,33.53
200,9.32,33.554
250,8.47,33.877
296,7.68,34.04
300,7.64,34.047
395,6.81,34.11
400,6.77,34.114
500,6.01,34.204
593,5.4,34.29
600,5.36,34.296
700,4.85,34.377
800,4.43,34.443
892,4.12,34.49
900,4.1,34.49
1000,3.87,34.495
1100,3.63,34.501
1200,3.4,34.507
1241,3.3,34.51
0,15.33,33.33
10,15.53,33.42
20,15.51,33.42
25,15.5,33.42
30,15.43,33.42
49,14.94,33.42
50,14.89,33.419
73,13.9,33.39
75,13.88,33.384
98,13.68,33.33
100,13.61,33.324
125,12.59,33.313
146,11.49,33.3
150,11.29,33.323
195,9.24,33.66
200,9.12,33.69
250,8.18,33.929
293,7.82,34.04
300,7.71,34.047
400,6.39,34.068
408,6.3,34.07
500,5.77,34.178
570,5.55,34.27
600,5.41,34.297
700,4.95,34.376
800,4.52,34.435
887,4.18,34.47
900,4.15,34.471
1000,3.89,34.482
1100,3.63,34.493
1200,3.37,34.505
1235,3.28,34.51
0,16.73,33.49
9,15.75,33.48
10,15.75,33.482
20,15.71,33.504
23,15.7,33.51
30,15.61,33.496
48,15.39,33.46
50,15.24,33.446
72,13.28,33.31
75,13.02,33.3
95,11.44,33.28
100,11.17,33.29
125,10.09,33.383
142,9.64,33.48
150,9.43,33.541
190,8.64,33.84
200,8.49,33.881
250,7.83,34.02
284,7.47,34.05
300,7.27,34.068
379,6.39,34.13
400,6.25,34.145
500,5.71,34.211
573,5.46,34.25
600,5.33,34.267
700,4.86,34.328
800,4.43,34.385
865,4.17,34.42
900,4.08,34.432
1000,3.82,34.466
1100,3.57,34.501
1200,3.31,34.537
1208,3.29,34.54
0,16.55,33.53
10,15.75,33.51
20,15.75,33.497
25,15.75,33.49
30,15.65,33.49
50,15.26,33.49
74,13.31,33.4
75,13.25,33.396
98,12.14,33.33
100,12.04,33.328
125,10.89,33.359
147,10.01,33.46
150,9.92,33.485
196,8.79,33.89
200,8.72,33.907
250,7.96,34.044
295,7.46,34.05
300,7.39,34.054
395,6.26,34.11
400,6.22,34.115
500,5.51,34.206
595,5.07,34.29
600,5.05,34.293
700,4.67,34.348
800,4.37,34.391
895,4.14,34.42
900,4.13,34.421
1000,3.9,34.449
1100,3.67,34.477
1200,3.44,34.507
1245,3.34,34.52
0,16.64,33.51
10,15.42,33.52
20,15.39,33.493
25,15.37,33.48
30,15.26,33.476
50,14.82,33.46
75,12.62,33.39
100,11.43,33.37
125,10.3,33.489
149,9.4,33.66
150,9.37,33.667
199,8.48,33.96
200,8.47,33.963
250,7.79,34.082
298,7.27,34.11
300,7.25,34.111
398,6.27,34.14
400,6.26,34.142
500,5.65,34.27
598,5.25,34.4
600,5.24,34.401
700,4.82,34.422
800,4.44,34.422
897,4.12,34.4
900,4.11,34.401
1000,3.88,34.425
1100,3.65,34.451
1200,3.42,34.478
1246,3.31,34.49
0,15.0,33.51
10,15.25,33.4
20,15.0,33.415
25,14.78,33.44
30,14.6,33.436
50,13.93,33.37
75,12.58,33.33
99,11.28,33.3
100,11.23,33.305
125,10.07,33.467
149,9.22,33.68
150,9.2,33.687
199,8.46,33.95
200,8.45,33.953
250,7.91,34.064
298,7.46,34.09
300,7.44,34.09
398,6.37,34.09
400,6.36,34.092
500,5.77,34.204
597,5.42,34.33
600,5.41,34.331
700,4.97,34.372
800,4.57,34.395
898,4.21,34.4
900,4.2,34.401
1000,3.93,34.434
1100,3.66,34.468
1200,3.39,34.503
1248,3.26,34.52
0,14.0,33.37
10,14.03,33.31
20,13.98,33.348
24,13.94,33.37
30,13.84,33.36
48,13.37,33.3
50,13.3,33.3
73,12.35,33.3
75,12.25,33.312
98,11.17,33.48
100,11.1,33.491
125,10.35,33.616
147,9.82,33.71
150,9.73,33.727
197,8.4,33.98
200,8.34,33.989
250,7.56,34.092
295,7.12,34.11
300,7.07,34.112
394,6.28,34.13
400,6.24,34.132
500,5.63,34.172
592,5.19,34.22
600,5.16,34.226
700,4.77,34.299
800,4.43,34.369
889,4.18,34.43
900,4.15,34.433
1000,3.89,34.457
1100,3.64,34.483
1200,3.38,34.51
1235,3.29,34.52
0,14.7,33.53
10,14.57,33.44
20,14.42,33.459
25,14.34,33.48
30,14.26,33.464
50,13.96,33.4
75,11.7,33.31
100,10.06,33.49
125,9.66,33.761
150,9.25,33.91
200,8.62,34.07
250,7.97,34.124
300,7.39,34.14
400,6.73,34.23
500,6.16,34.293
600,5.64,34.34
700,5.15,34.379
800,4.7,34.413
900,4.3,34.44
1000,4.03,34.459
1100,3.76,34.478
1200,3.49,34.499
1250,3.36,34.51
0,13.9,33.35
10,13.96,33.33
20,13.73,33.343
24,13.6,33.35
30,13.46,33.342
48,12.97,33.31
50,12.89,33.309
72,12.02,33.33
75,11.96,33.338
95,11.61,33.4
100,11.51,33.412
125,10.94,33.486
141,10.52,33.55
150,10.24,33.614
187,9.14,33.89
200,8.92,33.949
250,8.3,34.104
281,8.08,34.14
300,7.85,34.16
375,6.99,34.2
400,6.74,34.21
500,5.88,34.249
564,5.44,34.27
600,5.26,34.287
700,4.83,34.333
800,4.51,34.378
854,4.38,34.4
900,4.25,34.414
1000,3.97,34.445
1100,3.69,34.477
1200,3.41,34.51
0,14.07,33.44
10,13.28,33.46
20,12.67,33.434
25,12.4,33.42
30,12.13,33.434
50,11.2,33.51
75,10.4,33.51
100,9.53,33.75
125,8.97,33.891
150,8.62,33.98
200,8.22,34.13
250,7.83,34.194
300,7.46,34.22
400,,34.29
500,6.1,34.307
600,5.53,34.33
700,5.05,34.365
800,4.62,34.399
900,4.26,34.43
1000,3.99,34.454
1100,3.71,34.48
1200,3.44,34.506
1250,3.3,34.52
0,11.96,
10,12.0,
20,11.97,
30,11.94,
32,11.93,32.84
50,9.5,32.996
54,9.02,33.04
74,9.88,33.46
75,9.86,33.47
100,9.48,33.689
114,9.65,33.87
125,9.1,33.862
148,8.75,33.98
150,8.74,33.985
200,8.54,34.028
224,8.42,34.05
250,7.92,34.061
300,6.88,34.087
304,6.79,34.09
400,6.15,34.159
479,5.62,34.22
500,,
594,4.83,34.25
0,12.68,32.92
8,12.21,32.94
10,11.84,32.958
20,9.87,33.084
21,9.66,33.1
30,9.3,33.139
42,8.81,33.19
50,8.67,33.304
64,8.56,33.51
75,8.51,33.588
85,8.47,33.64
100,8.34,33.757
125,8.12,33.939
128,8.09,33.96
150,8.13,33.984
162,,33.93
200,8.21,34.038
230,8.26,34.07
250,8.09,34.077
300,7.63,34.093
400,6.51,34.121
460,5.71,34.14
500,5.45,34.168
600,4.89,34.238
700,4.49,34.305
739,4.38,34.33
800,4.2,34.347
900,3.91,34.376
1000,3.61,34.406
1078,3.38,34.43
